id,distanceToJita,region,constellation,name,security,neighbors,planets
30003100,54,Esoteria,KUSW-P,A-CJGE,-0.18,30003099:30003101:30003102,40196949:40196950:40196953:40196955:40196957:40196974:40196996:40197019
30003101,55,Esoteria,KUSW-P,G2-INZ,-0.11,30003100,40197050:40197051:40197052:40197055:40197057:40197060:40197063:40197066
30003102,55,Esoteria,KUSW-P,WAC-HW,-0.33,30003100:30003104,40197071:40197073:40197075:40197077:40197080:40197085:40197089
30003103,53,Esoteria,KUSW-P,HT4K-M,-0.13,30003098:30003105,40197094:40197096:40197099:40197101:40197103:40197106:40197109:40197112:40197114:40197137:40197163:40197178
30003104,56,Esoteria,KUSW-P,RBW-8G,-0.51,30003102:30003113,40197183:40197185:40197186:40197189:40197190:40197193:40197199:40197219:40197235:40197238
30003105,53,Esoteria,8T-OLH,4-OUKF,-0.28,30003103:30003106:30003107,40197243:40197245:40197248:40197250:40197252:40197255:40197274:40197303:40197309:40197317
30003106,54,Esoteria,8T-OLH,HAJ-DQ,-0.36,30003105,40197321:40197324:40197326:40197329:40197355:40197386:40197389
30003107,52,Esoteria,8T-OLH,JAUD-V,-0.17,30003105:30003108,40197393:40197395:40197399:40197403
30003108,51,Esoteria,8T-OLH,DTX8-M,-0.27,30003107:30003109,40197420:40197421:40197423:40197425:40197427:40197432:40197439:40197450
30003109,50,Esoteria,8T-OLH,C9N-CC,-0.31,30003108:30003110,40197466:40197469:40197470:40197475:40197478:40197482
30003110,49,Esoteria,8T-OLH,X-7BIX,-0.28,30003109:30003111:30003112:30004452,40197486:40197488:40197489:40197490:40197492:40197495:40197498:40197501:40197504
30003111,50,Esoteria,8T-OLH,5-9UXZ,-0.28,30003110:30003112,40197530:40197531:40197532:40197534:40197535:40197537:40197540:40197546:40197558:40197589:40197599
30003112,50,Esoteria,8T-OLH,Q0OH-V,-0.25,30003110:30003111:30003119:30003125,40197604:40197606:40197608:40197610:40197630:40197655:40197678:40197714
30003113,57,Esoteria,Q-2BI6,C-VZAK,-0.53,30003104:30003114,40197718:40197720:40197722:40197725:40197746:40197773
30003114,58,Esoteria,Q-2BI6,0-O6XF,-0.62,30003113:30003115:30003116:30003117,40197779:40197781:40197782:40197783:40197786:40197789:40197792:40197795:40197812:40197836:40197843
30003115,59,Esoteria,Q-2BI6,D-FVI7,-0.81,30003114,40197868:40197869:40197871:40197872:40197874:40197889:40197893:40197910
30003116,59,Esoteria,Q-2BI6,VL7-60,-0.55,30003114,40197916:40197919:40197922:40197923:40197925:40197938
30003117,59,Esoteria,Q-2BI6,NH-R5B,-0.48,30003114:30003118,40197967:40197968:40197969:40197971:40197975:40197994:40197998
30003118,60,Esoteria,Q-2BI6,FN-GFQ,-0.37,30003117,40198002:40198005:40198006:40198008:40198010:40198012:40198030
30003119,51,Esoteria,JSZ-X6,XKZ8-H,-0.34,30003112:30003120:30003124,40198035:40198037:40198042:40198063
30003120,52,Esoteria,JSZ-X6,WX-6UX,-0.73,30003119:30003121:30003122,40198100:40198101:40198103:40198106:40198108:40198110:40198115:40198120:40198132
30003121,53,Esoteria,JSZ-X6,BZ-0GW,-0.84,30003120,40198142:40198144:40198146:40198148:40198150:40198165:40198175:40198205
30003122,53,Esoteria,JSZ-X6,16P-PX,-0.72,30003120:30003123,40198246:40198248:40198250:40198252:40198255:40198260:40198263:40198290:40198319
30003123,53,Esoteria,JSZ-X6,CR-0E5,-0.62,30003122:30003124,40198326:40198327:40198328:40198331:40198339:40198363:40198382:40198386
30003124,52,Esoteria,JSZ-X6,Z-Y9C3,-0.64,30003119:30003123,40198390:40198391:40198399:40198415:40198420:40198443:40198445:40198450:40198458
30003125,51,Esoteria,R2-BT6,A1-AUH,-0.21,30003112:30003126:30003129:30003133,40198462:40198464:40198466:40198467:40198469:40198474:40198475:40198496:40198505
30003126,52,Esoteria,R2-BT6,F-UVBV,-0.16,30003125:30003127:30003128:30003130,40198535:40198539:40198540:40198542:40198545:40198561:40198566:40198592:40198601:40198611
30003127,53,Esoteria,R2-BT6,R-FM0G,-0.15,30003126:30003128,40198615:40198616:40198618:40198621:40198625:40198641:40198646:40198649
30003128,53,Esoteria,R2-BT6,TEIZ-C,-0.13,30003126:30003127:30003132,40198678:40198680:40198695:40198706:40198725:40198730:40198734
30003129,52,Esoteria,R2-BT6,VUAC-Y,-0.31,30003125:30003131,40198739:40198741:40198743:40198746:40198748:40198750:40198753:40198758:40198782:40198812:40198815:40198819:40198820
30003130,53,Esoteria,R2-BT6,V-XANH,-0.25,30003126:30003132,40198826:40198827:40198829:40198830:40198833:40198836
30003131,53,Esoteria,R2-BT6,450I-W,-0.42,30003129:30003148,40198853:40198855:40198856:40198859:40198862:40198864:40198868:40198873:40198877
30003132,54,Esoteria,R2-BT6,OIOM-Y,-0.14,30003128:30003130:30003140,40198882:40198885:40198887:40198890:40198891:40198911:40198929
30003133,52,Esoteria,3WN-1T,G-YZUX,-0.32,30003125:30003134:30003135:30003137,40198933:40198934:40198935:40198938:40198940:40198942:40198946:40198949:40198954:40198977:40198992
30003134,53,Esoteria,3WN-1T,CZ6U-1,-0.35,30003133,40199000:40199021:40199023
30003135,53,Esoteria,3WN-1T,D-PNP9,-0.57,30003133:30003136:30003139,40199027:40199028:40199031:40199033:40199036:40199041:40199064:40199073:40199074
30003136,54,Esoteria,3WN-1T,E1UU-3,-0.68,30003135:30003138,40199091:40199092:40199094:40199096:40199099:40199101:40199104:40199107:40199110
30003137,53,Esoteria,3WN-1T,P-3XVV,-0.19,30003133,40199115:40199117:40199119:40199121:40199124:40199127:40199132:40199157:40199168:40199184
30003138,55,Esoteria,3WN-1T,BY-MSY,-0.86,30003136,40199211:40199213:40199216:40199221:40199224:40199242:40199262
30003139,54,Esoteria,3WN-1T,6EK-BV,-0.39,30003135,40199278:40199279:40199281:40199283:40199295:40199298:40199318
30003140,55,Esoteria,7ZRW-G,IR-FDV,-0.02,30003132:30003141:30003145,40199326:40199328:40199330:40199345:40199347:40199371:40199383:40199405:40199411:40199414
30003141,56,Esoteria,7ZRW-G,NIZJ-0,-0.04,30003140:30003142:30003143,40199418:40199419:40199420:40199421:40199422:40199424:40199426:40199428:40199430:40199433:40199451:40199467
30003142,57,Esoteria,7ZRW-G,J-RVGD,-0.04,30003141:30003144:30003147,40199501:40199503:40199506:40199507:40199513:40199524:40199544:40199561:40199592:40199596:40199600
30003143,57,Esoteria,7ZRW-G,V1ZC-S,-0.06,30003141,40199605:40199607:40199623:40199644
30003144,58,Esoteria,7ZRW-G,H-T40Z,-0.06,30003142:30003147,40199661:40199662:40199665:40199668:40199669:40199671:40199674:40199677:40199682:40199709:40199710:40199729
30003145,56,Esoteria,7ZRW-G,6-TYRX,-0.01,30003140:30003146,40199736:40199737:40199739:40199742:40199745:40199748:40199771:40199776:40199781
30003146,57,Esoteria,7ZRW-G,Q1-R7K,-0.01,30003145,40199788:40199789:40199791:40199792:40199795:40199798:40199801:40199805:40199808:40199809:40199811:40199830
30003147,58,Esoteria,7ZRW-G,111-F1,-0.10,30003142:30003144,40199832:40199834:40199835:40199837:40199839:40199842:40199845:40199848:40199873
30003148,54,Esoteria,E-ILCH,JD-TYH,-0.11,30003131:30003149:30003150:30003152,40199877:40199878:40199879:40199881:40199885:40199887:40199893:40199910:40199946
30003149,53,Esoteria,E-ILCH,02V-BK,-0.16,30003148:30003151:30003170,40199950:40199952:40199954:40199956:40199959:40199962:40199987:40200007:40200040
30003150,55,Esoteria,E-ILCH,A5MT-B,-0.11,30003148,40200042:40200044:40200045:40200047:40200050:40200052:40200057:40200084:40200108
30003151,52,Esoteria,E-ILCH,R-ARKN,-0.25,30003149:30003153:30004691,40200117:40200118:40200120:40200122:40200124:40200141:40200166:40200185
30003152,55,Esoteria,E-ILCH,SN9S-N,-0.06,30003148:30003154:30004667,40200196:40200197:40200200:40200202:40200206:40200225:40200242
30003153,53,Esoteria,E-ILCH,MS2-V8,-0.21,30003151:30003163,40200274:40200275:40200277:40200280:40200283:40200289:40200313:40200327
30003154,56,Esoteria,AJG-MV,Z-MO29,-0.04,30003152:30003155:30003157,40200331:40200333:40200334:40200336:40200338:40200341:40200345:40200348:40200377:40200380
30003155,57,Esoteria,AJG-MV,G-JC9R,-0.03,30003154:30003156,40200385:40200387:40200389:40200392:40200412:40200415:40200434:40200448
30003156,58,Esoteria,AJG-MV,DIBH-Q,-0.04,30003155:30003158:30003160,40200458:40200459:40200460:40200461:40200463:40200465:40200467:40200469:40200472:40200475:40200495:40200498:40200504:40200510
30003157,57,Esoteria,AJG-MV,DNEP-Y,-0.08,30003154:30003159,40200515:40200517:40200519:40200521:40200523:40200524:40200527:40200544:40200567:40200597:40200601
30003158,59,Esoteria,AJG-MV,YAP-TN,-0.04,30003156:30003159:30003162,40200607:40200609:40200619:40200626:40200643:40200664:40200667:40200673
30003159,58,Esoteria,AJG-MV,PE-H02,-0.05,30003157:30003158,40200681:40200682:40200683:40200685:40200687:40200689:40200692:40200696:40200701:40200723:40200729:40200735
30003160,59,Esoteria,AJG-MV,H-YHYM,-0.03,30003156:30003161:30003162,40200738:40200739:40200741:40200743:40200746:40200749
30003161,60,Esoteria,AJG-MV,G-4H4C,-0.06,30003160,40200754:40200756:40200758:40200759:40200762:40200763:40200766:40200768
30003162,60,Esoteria,AJG-MV,HHE5-L,-0.12,30003158:30003160,40200773:40200775:40200777:40200780:40200782:40200788
30003163,54,Esoteria,O-PQU0,P9F-ZG,-0.29,30003153:30003164:30003167,40200792:40200794:40200795:40200797:40200799:40200802:40200817:40200820:40200840
30003164,55,Esoteria,O-PQU0,QFGB-E,-0.49,30003163:30003165:30003166,40200870:40200872:40200875:40200888:40200914:40200916:40200938
30003165,56,Esoteria,O-PQU0,7P-J38,-0.58,30003164:30003166,40200942:40200943:40200945:40200948:40200951:40200954:40200960:40200967:40200969:40200993
30003166,56,Esoteria,O-PQU0,WT-2J9,-0.78,30003164:30003165:30003169,40201006:40201007:40201009:40201010:40201013:40201016:40201021:40201044
30003167,55,Esoteria,O-PQU0,PK-PHZ,-0.30,30003163:30003168,40201049:40201051:40201053:40201056:40201059:40201065:40201068
30003168,56,Esoteria,O-PQU0,L-M6JK,-0.35,30003167,40201074:40201075:40201078:40201082:40201085
30003169,57,Esoteria,O-PQU0,C-PEWN,-1.00,30003166:30004491,40201089:40201090:40201091:40201093:40201098:40201101:40201120:40201138:40201143
30003170,54,Esoteria,9D1V-O,DL-CDY,-0.11,30003149:30003171:30003173,40201147:40201148:40201150:40201152:40201154:40201156:40201163:40201185
30003171,55,Esoteria,9D1V-O,29YH-V,-0.25,30003170:30003172,40201190:40201191:40201193:40201195:40201197:40201199:40201204:40201208
30003172,56,Esoteria,9D1V-O,LG-RO2,-0.48,30003171,40201225:40201226:40201229:40201231:40201233:40201236:40201238:40201243:40201247:40201267
30003173,55,Esoteria,9D1V-O,X-HISR,-0.25,30003170:30003174:30003175,40201296:40201298:40201301:40201329
30003174,56,Esoteria,9D1V-O,QS-530,-0.56,30003173:30003175,40201353:40201355:40201356:40201358:40201359:40201361:40201365:40201380:40201388:40201410:40201433:40201458:40201462
30003175,56,Esoteria,9D1V-O,VR-YRV,-0.63,30003173:30003174:30003176,40201467:40201469:40201470:40201472:40201473:40201475:40201478:40201483:40201508:40201514
30003176,57,Esoteria,9D1V-O,IPX-H5,-0.91,30003175,40201518:40201519:40201520:40201521:40201524:40201525:40201528:40201531:40201534:40201539:40201542
30003177,58,Esoteria,FY6-NK,KSM-1T,-0.22,30003178:30003179:30004671,40201549:40201550:40201551:40201553:40201555:40201571:40201578:40201583
30003178,59,Esoteria,FY6-NK,YRV-MZ,-0.22,30003177:30003181,40201589:40201590:40201592:40201594:40201602:40201609:40201631:40201651:40201655
30003179,59,Esoteria,FY6-NK,6SB-BN,-0.49,30003177:30003180:30003181:30003182,40201660:40201663:40201665:40201667:40201671:40201675:40201694:40201699:40201705
30003180,60,Esoteria,FY6-NK,B1D-KU,-0.39,30003179:30003182,40201709:40201710:40201713:40201716:40201720
30003181,60,Esoteria,FY6-NK,QFIU-K,-0.36,30003178:30003179:30003182,40201723:40201724:40201725:40201727:40201735:40201740
30003182,60,Esoteria,FY6-NK,2R-KLH,-0.61,30003179:30003180:30003181,40201760:40201761:40201763:40201766:40201767:40201772:40201776:40201798:40201833
30003183,-1,Oasa,WE-WLQ,QB-AE6,-0.12,,40201856:40201869:40201889:40201909:40201912:40201917:40201921
30003184,-1,Oasa,WE-WLQ,G-W1ND,-0.15,,40201923:40201925:40201935:40201936:40201939:40201954:40201978:40202001
30003185,-1,Oasa,WE-WLQ,MZLW-9,-0.10,,40202013:40202014:40202032:40202049:40202075:40202111
30003186,-1,Oasa,WE-WLQ,ND-X7X,-0.12,,40202117:40202119:40202121:40202145:40202168
30003187,-1,Oasa,WE-WLQ,DGDT-3,-0.18,,40202171:40202172:40202174:40202180:40202183:40202206:40202212
30003188,-1,Oasa,WE-WLQ,2-WNTD,-0.08,,40202217:40202218:40202219:40202221:40202223:40202224:40202225:40202243:40202245:40202256:40202283
30003189,-1,Oasa,WE-WLQ,83-YGI,-0.20,,40202307:40202308:40202310:40202312:40202314:40202317:40202322:40202327
30003190,-1,Oasa,WE-WLQ,KH-EWC,-0.10,,40202338:40202339:40202341:40202343:40202346:40202349:40202354
30003191,-1,Oasa,T-4ACL,3VL6-I,-0.04,,40202364:40202366:40202369:40202372:40202380:40202385:40202404:40202434:40202437:40202443:40202479:40202481
30003192,-1,Oasa,T-4ACL,F-816R,-0.09,,40202486:40202487:40202489:40202492:40202493:40202497:40202514:40202547
30003193,-1,Oasa,T-4ACL,DS3-6A,-0.15,,40202553:40202554:40202557:40202559:40202562:40202564:40202569:40202576
30003194,-1,Oasa,T-4ACL,V0-H4L,-0.16,,40202583:40202586:40202588:40202590:40202592:40202594:40202596:40202601:40202605:40202625:40202655
30003195,-1,Oasa,T-4ACL,T-HMWP,-0.22,,40202659:40202660:40202661:40202663:40202665:40202671:40202675:40202698
30003196,-1,Oasa,T-4ACL,DYS-CG,-0.34,,40202731:40202732:40202734:40202735:40202737:40202740:40202742:40202759:40202783:40202797:40202814:40202819
30003197,-1,Oasa,0PS-L5,MTGF-2,-0.22,,40202823:40202824:40202826:40202829:40202831:40202835:40202840:40202843
30003198,-1,Oasa,0PS-L5,0-QP56,-0.21,,40202865:40202866:40202868:40202869:40202871:40202877:40202885:40202888
30003199,-1,Oasa,0PS-L5,GTQ-C9,-0.22,,40202900:40202901:40202903:40202904:40202906:40202908:40202910:40202912:40202915:40202931:40202956:40202963
30003200,-1,Oasa,0PS-L5,M-NWLB,-0.34,,40202969:40202970:40202972:40202973:40202975:40202977:40202979:40203003:40203009:40203019
30003201,-1,Oasa,0PS-L5,ORB4-J,-0.20,,40203026:40203029:40203031:40203054:40203072:40203090:40203122
30003202,-1,Oasa,0PS-L5,GGMF-J,-0.29,,40203134:40203136:40203138:40203141:40203143:40203145:40203166:40203189
30003203,-1,Oasa,0PS-L5,IG-4OF,-0.40,,40203199:40203201:40203204:40203224:40203250:40203269
30003204,-1,Oasa,CZ-06R,LQQH-J,-0.45,,40203275:40203277:40203278:40203280:40203282:40203284:40203286:40203306:40203307:40203310:40203333
30003205,-1,Oasa,CZ-06R,W5-VBR,-0.40,,40203340:40203341:40203343:40203345:40203347:40203349:40203359:40203362:40203364:40203390
30003206,-1,Oasa,CZ-06R,J-D5U7,-0.28,,40203399:40203400:40203402:40203404:40203407:40203408:40203411:40203414:40203418:40203423
30003207,-1,Oasa,CZ-06R,Y-770C,-0.55,,40203429:40203433:40203450:40203471:40203498:40203501
30003208,-1,Oasa,CZ-06R,X-Z4JW,-0.23,,40203518:40203520:40203522:40203525:40203529:40203533:40203538:40203550:40203576
30003209,-1,Oasa,CZ-06R,R8WV-7,-0.43,,40203579:40203580:40203582:40203583:40203585:40203587:40203590:40203592:40203595:40203599:40203602:40203618
30003210,-1,Oasa,F-W6B4,6U-MFQ,-0.59,,40203622:40203624:40203627:40203630:40203633:40203637:40203657:40203676
30003211,-1,Oasa,F-W6B4,1EO-OE,-0.67,,40203712:40203713:40203715:40203718:40203720
30003212,-1,Oasa,F-W6B4,YQTK-R,-0.65,,40203748:40203749:40203751:40203752:40203753:40203755:40203758:40203761:40203785:40203787:40203790:40203814:40203825
30003213,-1,Oasa,F-W6B4,FZCR-3,-0.50,,40203830:40203832:40203834:40203837:40203839:40203842:40203848:40203859
30003214,-1,Oasa,F-W6B4,5-9L3H,-0.69,,40203864:40203865:40203867:40203869:40203870:40203895:40203913:40203936:40203962
30003215,-1,Oasa,F-W6B4,1-HDQ4,-0.73,,40203969:40203970:40203971:40203972:40203974:40203977:40203979:40203981:40203985:40204009:40204014
30003216,-1,Oasa,3RU-10,WVMS-X,-0.67,,40204019:40204021:40204023:40204026:40204029:40204033:40204034
30003217,-1,Oasa,3RU-10,7-UVMT,-0.62,,40204038:40204039:40204042:40204046:40204047
30003218,-1,Oasa,3RU-10,R-ZESX,-0.60,,40204052:40204053:40204055:40204059:40204065:40204078:40204105:40204112
30003219,-1,Oasa,3RU-10,IO-R2S,-0.61,,40204119:40204120:40204122:40204123:40204125:40204128:40204130:40204148:40204155:40204172:40204179
30003220,-1,Oasa,3RU-10,HF-K3O,-0.68,,40204185:40204186:40204187:40204189:40204191:40204193:40204196:40204214:40204237
30003221,-1,Oasa,3RU-10,QE2-FS,-0.63,,40204267:40204269:40204283:40204300:40204318
30003222,-1,Oasa,3RU-10,Q-ITV5,-0.49,,40204323:40204326:40204344:40204348:40204366:40204399:40204402:40204405
30003223,-1,Oasa,DOCS-O,5JEZ-I,-0.33,,40204410:40204412:40204415:40204418:40204421:40204424:40204453:40204479:40204482
30003224,-1,Oasa,DOCS-O,XEF6-Z,-0.38,,40204496:40204498:40204500:40204502:40204504:40204505:40204509:40204513:40204522:40204526:40204560:40204587
30003225,-1,Oasa,DOCS-O,SON-TW,-0.43,,40204590:40204592:40204594:40204596:40204616:40204640:40204652
30003226,-1,Oasa,DOCS-O,V-X0KM,-0.35,,40204657:40204659:40204661:40204666:40204669:40204673:40204699
30003227,-1,Oasa,DOCS-O,U9SE-N,-0.29,,40204705:40204720:40204723:40204726:40204741:40204745:40204771
30003228,-1,Oasa,DOCS-O,XXZ-3W,-0.82,,40204778:40204781:40204782:40204784:40204785:40204788:40204793:40204813:40204829:40204846
30003229,-1,Oasa,04-LOF,RF-X7V,-0.62,,40204893:40204895:40204897:40204899:40204916:40204919:40204943:40204973
30003230,-1,Oasa,04-LOF,BQ0-UU,-0.61,,40204977:40204979:40204981:40204983:40204985:40205004:40205029:40205062:40205067
30003231,-1,Oasa,04-LOF,3-JG3X,-0.54,,40205102:40205104:40205106:40205107:40205110:40205112:40205117:40205121:40205125:40205137:40205142
30003232,-1,Oasa,04-LOF,GK3-RX,-0.49,,40205149:40205151:40205153:40205154:40205156:40205173:40205194:40205224
30003233,-1,Oasa,04-LOF,1P-QWR,-0.61,,40205227:40205228:40205230:40205233:40205235:40205238:40205251:40205270:40205275:40205298
30003234,-1,Oasa,04-LOF,FJ-GUR,-0.38,,40205305:40205306:40205307:40205309:40205312:40205314:40205317:40205320
30003235,-1,Oasa,O9X-CV,UGR-J2,-0.68,,40205325:40205327:40205330:40205332:40205334:40205336:40205340:40205362:40205371
